Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3324,35,Male,Sunglasses,Accessories,71,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,20,Venmo,Monthly
3325,37,Male,Sunglasses,Accessories,72,North Dakota,M,Brown,Spring,3.0,No,Standard,No,No,25,Venmo,Monthly
3326,69,Female,Gloves,Accessories,34,New Jersey,M,Beige,Spring,3.8,No,Standard,No,No,15,Cash,Monthly
3327,51,Male,Shorts,Accessories,79,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly
3328,35,Male,Dress,Accessories,36,Massachusetts,M,Peach,Spring,3.5,No,Next Day Air,Yes,Yes,32,Venmo,Monthly
3329,20,Male,Sweater,Accessories,82,North Dakota,L,Teal,Spring,4.0,No,Free Shipping,No,No,34,Debit Card,Annually
3330,69,Male,Jewelry,Accessories,53,Ohio,S,Purple,Spring,5.0,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Bi-Weekly
3331,64,Male,Sweater,Accessories,59,Maryland,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually
3332,57,Male,Shorts,Accessories,67,Arizona,XL,Yellow,Spring,4.7,No,Standard,No,No,27,Cash,Monthly
3333,28,Male,Gloves,Accessories,52,Wisconsin,S,Magenta,Spring,4.1,No,2-Day Shipping,Yes,Yes,43,Bank Transfer,Weekly
3334,40,Male,Shorts,Accessories,48,Pennsylvania,M,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Quarterly
3335,57,Male,Gloves,Accessories,26,New Hampshire,M,Violet,Spring,3.4,No,Standard,Yes,Yes,12,Cash,Quarterly
3336,58,Male,Shirt,Accessories,62,Pennsylvania,S,Gray,Spring,4.7,No,Express,Yes,Yes,47,Venmo,Monthly
3337,62,Female,Socks,Accessories,83,Alaska,M,Yellow,Spring,4.5,No,Free Shipping,No,No,28,PayPal,Annually
3338,37,Male,Jewelry,Accessories,21,New Mexico,M,Maroon,Spring,3.8,No,Express,Yes,Yes,45,PayPal,Quarterly
3339,65,Male,Shorts,Accessories,47,North Carolina,M,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,11,Cash,Monthly
3340,28,Female,Jeans,Accessories,88,Alaska,S,Orange,Spring,3.1,No,Next Day Air,No,No,14,Venmo,Bi-Weekly
3341,70,Male,Socks,Accessories,84,Indiana,M,White,Spring,4.7,Yes,Free Shipping,Yes,Yes,20,Debit Card,Bi-Weekly
3342,40,Male,Backpack,Accessories,25,Washington,L,Brown,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,44,Cash,Monthly
3343,51,Male,Pants,Accessories,74,Illinois,M,Gray,Spring,3.9,No,Next Day Air,No,No,14,PayPal,Monthly
3344,61,Male,Dress,Accessories,85,Maryland,M,Black,Spring,4.9,No,2-Day Shipping,Yes,Yes,25,Bank Transfer,Bi-Weekly
3345,24,Male,Backpack,Accessories,30,South Dakota,M,Green,Spring,3.4,No,2-Day Shipping,No,No,24,Bank Transfer,Monthly
3346,64,Male,Skirt,Accessories,40,Arkansas,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,14,Debit Card,Monthly
3347,47,Male,Shorts,Accessories,89,Maine,XL,White,Spring,2.6,Yes,Standard,Yes,Yes,1,Cash,Quarterly
3348,39,Male,Backpack,Accessories,60,Nevada,L,Red,Spring,3.1,Yes,Express,Yes,Yes,25,Debit Card,Bi-Weekly
3349,43,Female,Shirt,Accessories,64,New Hampshire,L,Cyan,Spring,4.2,No,2-Day Shipping,No,No,18,Bank Transfer,Monthly
3350,38,Male,Shirt,Accessories,80,Alaska,L,Peach,Spring,2.9,No,2-Day Shipping,No,No,7,Credit Card,Bi-Weekly
3351,53,Male,Backpack,Accessories,47,Rhode Island,L,Gold,Spring,4.9,No,2-Day Shipping,No,No,25,Bank Transfer,Annually
3352,25,Male,Sweater,Accessories,76,Kentucky,M,Teal,Spring,3.8,No,Express,No,No,49,Credit Card,Annually
3353,47,Male,Sweater,Accessories,69,Colorado,M,Beige,Spring,3.4,No,Store Pickup,No,No,6,Debit Card,Weekly
3354,29,Male,Gloves,Accessories,57,Pennsylvania,L,Teal,Spring,4.6,Yes,Free Shipping,Yes,Yes,38,Credit Card,Quarterly
3355,70,Male,Scarf,Accessories,20,New York,XL,Gold,Spring,3.3,No,Standard,No,No,39,PayPal,Annually
3356,23,Male,Backpack,Accessories,30,Vermont,M,Green,Spring,4.6,No,2-Day Shipping,No,No,24,PayPal,Monthly
3357,66,Male,Socks,Accessories,42,South Dakota,L,Yellow,Spring,4.2,No,Standard,No,No,5,PayPal,Quarterly
3358,35,Male,Shirt,Accessories,81,Oklahoma,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,Yes,27,Venmo,Monthly
3359,54,Male,Scarf,Outerwear,71,Connecticut,S,Peach,Spring,4.5,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly
3360,21,Male,Scarf,Outerwear,75,Connecticut,M,Magenta,Spring,3.5,Yes,Free Shipping,Yes,Yes,2,Debit Card,Monthly
3361,26,Male,Jewelry,Outerwear,37,Washington,L,Yellow,Spring,3.0,No,Store Pickup,No,No,47,Cash,Quarterly
3362,68,Male,Gloves,Outerwear,39,South Carolina,M,Cyan,Spring,4.5,No,Store Pickup,No,No,26,Cash,Monthly
3363,38,Male,Shirt,Outerwear,80,Alaska,L,Peach,Spring,2.9,No,2-Day Shipping,No,No,7,Credit Card,Bi-Weekly
3364,25,Male,Sunglasses,Outerwear,36,Alabama,S,Gray,Spring,4.1,Yes,Next Day Air,Yes,Yes,44,Debit Card,Monthly
3365,25,Male,Sunglasses,Outerwear,36,Alabama,S,Gray,Spring,4.1,Yes,Next Day Air,Yes,Yes,44,Debit Card,Monthly
3366,31,Male,Pants,Outerwear,71,Mississippi,XL,Peach,Spring,4.5,No,Express,Yes,Yes,2,PayPal,Quarterly
3367,54,Female,Hat,Outerwear,37,West Virginia,M,Lavender,Spring,3.1,No,2-Day Shipping,No,No,45,PayPal,Quarterly
3368,21,Male,Gloves,Outerwear,79,Tennessee,XL,Cyan,Spring,4.1,No,Express,No,No,5,Cash,Weekly
3369,66,Female,Sunglasses,Outerwear,27,Louisiana,M,Olive,Spring,4.9,No,Express,No,No,34,Credit Card,Quarterly
3370,38,Male,Shorts,Outerwear,87,Tennessee,L,Yellow,Spring,4.8,No,Free Shipping,Yes,Yes,5,Debit Card,Bi-Weekly
3371,64,Male,Shirt,Outerwear,43,Wyoming,L,Orange,Spring,2.9,No,Standard,No,No,10,Venmo,Annually
3372,52,Female,Backpack,Outerwear,34,Iowa,L,White,Spring,4.5,No,Store Pickup,No,No,41,Bank Transfer,Monthly
3373,57,Male,Shirt,Outerwear,45,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly
3374,23,Male,Backpack,Outerwear,30,Vermont,M,Green,Spring,4.6,No,2-Day Shipping,No,No,24,PayPal,Monthly
3375,18,Female,Shorts,Outerwear,80,Alaska,XL,Brown,Spring,3.5,No,Express,No,No,5,Venmo,Weekly
3376,58,Male,Skirt,Outerwear,34,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly
3377,65,Male,Sunglasses,Outerwear,24,Oklahoma,M,Magenta,Spring,4.0,No,Standard,Yes,Yes,48,Bank Transfer,Weekly
3378,20,Male,Belt,Outerwear,20,Washington,M,Black,Spring,4.6,Yes,Express,Yes,Yes,34,Cash,Monthly
3379,70,Female,Hoodie,Outerwear,47,Wisconsin,L,Green,Spring,5.0,No,2-Day Shipping,No,No,25,Debit Card,Quarterly
3380,19,Male,Sunglasses,Outerwear,45,Wyoming,S,Purple,Spring,4.5,No,2-Day Shipping,No,No,16,Credit Card,Monthly
3381,19,Male,Scarf,Outerwear,66,Pennsylvania,S,Gold,Spring,3.3,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly
3382,38,Male,Scarf,Outerwear,23,Indiana,XL,Violet,Spring,4.7,Yes,Store Pickup,Yes,Yes,11,Cash,Quarterly
3383,35,Male,Shirt,Outerwear,81,Oklahoma,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,Yes,27,Venmo,Monthly
3384,62,Male,Dress,Outerwear,38,Arkansas,M,Lavender,Spring,3.9,No,Express,Yes,Yes,40,Cash,Quarterly
3385,32,Male,Socks,Outerwear,69,North Carolina,S,Peach,Spring,3.8,Yes,Free Shipping,Yes,Yes,18,Debit Card,Monthly
3386,57,Male,Shirt,Outerwear,45,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly
3387,68,Male,Hoodie,Outerwear,78,New Mexico,M,Orange,Spring,4.1,No,2-Day Shipping,No,No,41,Venmo,Quarterly
3388,61,Male,Shorts,Outerwear,35,Alabama,M,Peach,Spring,2.9,No,Store Pickup,No,No,27,PayPal,Bi-Weekly
3389,70,Female,Belt,Outerwear,32,Pennsylvania,L,Yellow,Spring,3.2,No,Standard,No,No,24,Credit Card,Monthly
3390,69,Male,Skirt,Outerwear,80,North Carolina,M,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,23,Bank Transfer,Bi-Weekly
3391,58,Male,T-shirt,Outerwear,75,Alabama,M,Violet,Spring,2.6,Yes,Next Day Air,Yes,Yes,43,Bank Transfer,Monthly
3392,65,Female,Sunglasses,Outerwear,26,Rhode Island,XL,Charcoal,Spring,4.4,No,Express,No,No,10,Credit Card,Monthly
3393,47,Male,Sweater,Outerwear,69,Colorado,M,Beige,Spring,3.4,No,Store Pickup,No,No,6,Debit Card,Weekly
3394,34,Male,Backpack,Outerwear,35,Wisconsin,S,Magenta,Spring,3.5,No,Standard,Yes,Yes,45,Debit Card,Monthly
3395,34,Female,Shorts,Outerwear,60,Delaware,M,Brown,Spring,2.7,No,Free Shipping,No,No,48,Cash,Monthly
3396,43,Male,Scarf,Outerwear,20,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25,Debit Card,Annually
3397,33,Male,T-shirt,Outerwear,83,Massachusetts,S,Olive,Spring,3.0,No,Next Day Air,Yes,Yes,6,Venmo,Quarterly
3398,68,Female,Jewelry,Outerwear,26,Tennessee,M,Maroon,Spring,3.1,No,Express,No,No,26,Bank Transfer,Monthly
3399,53,Male,Skirt,Outerwear,88,Alabama,S,Red,Spring,4.3,Yes,Express,Yes,Yes,11,Credit Card,Bi-Weekly
3400,43,Female,Shirt,Outerwear,64,New Hampshire,L,Cyan,Spring,4.2,No,2-Day Shipping,No,No,18,Bank Transfer,Monthly
3401,24,Female,Pants,Outerwear,85,South Carolina,L,Yellow,Spring,4.9,No,Express,No,No,44,Venmo,Annually
3402,34,Female,Socks,Outerwear,78,Maine,M,Black,Spring,4.5,No,Free Shipping,No,No,24,Debit Card,Annually
3403,50,Male,Shirt,Outerwear,68,Delaware,XL,Maroon,Spring,4.8,No,Store Pickup,Yes,Yes,22,Debit Card,Bi-Weekly
3404,28,Female,Handbag,Outerwear,39,West Virginia,M,White,Spring,4.3,No,2-Day Shipping,No,No,15,Credit Card,Weekly
3405,35,Male,Pants,Outerwear,90,Colorado,M,Beige,Spring,4.7,No,Next Day Air,Yes,Yes,21,Credit Card,Annually
3406,46,Female,Belt,Outerwear,33,New Jersey,L,Green,Spring,2.9,No,Standard,No,No,24,Venmo,Quarterly
3407,42,Male,Scarf,Outerwear,75,Kentucky,L,Indigo,Winter,3.0,No,2-Day Shipping,No,No,27,Bank Transfer,Weekly
3408,61,Female,Gloves,Outerwear,69,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,No,39,Debit Card,Weekly
3409,67,Male,Socks,Outerwear,40,Indiana,M,Charcoal,Winter,3.7,No,Next Day Air,No,No,28,Debit Card,Annually
3410,69,Female,Sweater,Outerwear,90,Nevada,S,White,Winter,3.5,No,Store Pickup,No,No,14,Bank Transfer,Quarterly
3411,27,Male,Gloves,Outerwear,63,Florida,L,Silver,Winter,3.4,No,Standard,No,No,8,Cash,Monthly
3412,38,Male,Belt,Outerwear,25,Texas,S,Green,Winter,3.5,No,Next Day Air,No,No,2,PayPal,Quarterly
3413,42,Female,Hat,Outerwear,23,Minnesota,L,Violet,Winter,4.1,No,Free Shipping,No,No,41,PayPal,Bi-Weekly
3414,31,Male,Shirt,Outerwear,83,Idaho,S,Red,Winter,4.7,No,Store Pickup,No,No,23,Cash,Monthly
3415,45,Male,T-shirt,Outerwear,75,Indiana,M,Turquoise,Winter,4.2,No,Express,No,No,44,Debit Card,Annually
3416,44,Male,Handbag,Outerwear,30,Ohio,S,Black,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Monthly
3417,22,Male,Jeans,Outerwear,88,Arizona,L,Teal,Winter,4.9,Yes,Express,Yes,Yes,8,Cash,Bi-Weekly
3418,52,Male,Sweater,Outerwear,82,Vermont,S,Blue,Winter,2.5,No,Next Day Air,Yes,Yes,1,Venmo,Monthly
3419,40,Male,Hat,Outerwear,32,California,XL,Charcoal,Winter,4.2,Yes,Standard,Yes,Yes,17,Bank Transfer,Weekly
3420,59,Female,Sneakers,Outerwear,45,North Carolina,L,Maroon,Winter,3.9,No,2-Day Shipping,No,No,5,Venmo,Quarterly
3421,38,Female,Shorts,Outerwear,62,Washington,L,Gold,Winter,3.4,No,Standard,No,No,20,Venmo,Annually
3422,26,Male,Dress,Outerwear,91,Arizona,M,Cyan,Winter,3.2,Yes,Express,Yes,Yes,38,PayPal,Monthly
3423,42,Male,Blouse,Outerwear,99,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Monthly
3424,58,Female,Shirt,Outerwear,68,Oregon,L,White,Winter,3.6,No,Free Shipping,No,No,7,Debit Card,Monthly
3425,51,Male,Dress,Outerwear,54,Rhode Island,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,25,Credit Card,Monthly
3426,18,Male,Sneakers,Outerwear,44,Minnesota,L,Purple,Winter,4.7,No,Free Shipping,No,No,4,Cash,Monthly
3427,33,Female,Boots,Outerwear,60,Ohio,M,Charcoal,Winter,4.1,No,Next Day Air,No,No,29,PayPal,Monthly
3428,18,Male,Gloves,Outerwear,25,Virginia,L,Turquoise,Winter,2.6,No,Store Pickup,Yes,Yes,6,Cash,Quarterly
3429,40,Male,Gloves,Outerwear,34,West Virginia,L,Yellow,Winter,4.9,No,Next Day Air,Yes,Yes,44,Debit Card,Monthly
3430,36,Female,Boots,Outerwear,42,California,M,Brown,Winter,3.0,No,Free Shipping,No,No,49,PayPal,Bi-Weekly
3431,54,Male,T-shirt,Outerwear,42,Connecticut,L,Brown,Winter,3.1,No,Next Day Air,No,No,39,PayPal,Monthly
3432,38,Male,Skirt,Outerwear,88,Connecticut,S,White,Winter,4.8,No,Standard,No,No,32,PayPal,Annually
3433,27,Male,Shorts,Outerwear,49,Louisiana,L,Charcoal,Winter,3.2,Yes,Free Shipping,Yes,Yes,19,Credit Card,Weekly
3434,39,Female,Sunglasses,Outerwear,26,Louisiana,S,Turquoise,Winter,4.2,No,Next Day Air,No,No,22,Bank Transfer,Monthly
3435,56,Male,Gloves,Outerwear,30,New York,L,Charcoal,Winter,4.7,No,Next Day Air,Yes,Yes,35,Debit Card,Bi-Weekly
3436,62,Male,Pants,Outerwear,87,California,S,Maroon,Winter,4.9,No,2-Day Shipping,Yes,Yes,2,PayPal,Quarterly
3437,43,Male,Hat,Outerwear,21,Mississippi,XL,Maroon,Winter,2.6,No,Store Pickup,Yes,Yes,34,Bank Transfer,Quarterly
3438,41,Male,Belt,Outerwear,27,Connecticut,M,Yellow,Winter,2.5,Yes,2-Day Shipping,Yes,Yes,11,Venmo,Annually
3439,64,Female,Boots,Outerwear,38,Kansas,XL,Purple,Winter,4.8,No,2-Day Shipping,No,No,27,Cash,Weekly
3440,31,Female,Shirt,Outerwear,75,Alabama,L,Pink,Winter,4.3,No,Standard,No,No,48,Venmo,Monthly
3441,46,Female,Belt,Outerwear,30,Idaho,M,Maroon,Winter,4.0,No,Standard,No,No,14,Cash,Bi-Weekly
3442,70,Female,Belt,Outerwear,30,Ohio,M,Violet,Winter,3.3,No,Free Shipping,No,No,15,Credit Card,Annually
3443,61,Female,Gloves,Outerwear,69,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,No,39,Debit Card,Weekly
3444,27,Female,Shirt,Outerwear,39,Oklahoma,XL,Red,Winter,4.5,No,Standard,No,No,38,Cash,Quarterly
3445,56,Female,Boots,Outerwear,25,Virginia,M,Gray,Winter,2.7,No,Express,No,No,49,Credit Card,Quarterly
3446,63,Female,Sandals,Outerwear,59,Louisiana,XL,Silver,Winter,4.7,No,2-Day Shipping,No,No,21,Credit Card,Quarterly
3447,69,Male,Jeans,Outerwear,57,Rhode Island,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Bi-Weekly
3448,38,Male,Skirt,Outerwear,86,Hawaii,L,Black,Winter,3.4,No,Free Shipping,No,No,35,PayPal,Monthly
3449,52,Male,T-shirt,Outerwear,88,Texas,XL,Green,Winter,4.3,No,Express,No,No,29,PayPal,Monthly
3450,24,Male,Gloves,Outerwear,78,Montana,XL,Green,Winter,3.0,No,Express,No,No,9,PayPal,Monthly
3451,62,Female,Hoodie,Outerwear,73,Mississippi,XL,Maroon,Winter,4.7,No,Store Pickup,No,No,42,Credit Card,Quarterly
3452,40,Male,Skirt,Outerwear,42,West Virginia,L,Red,Winter,3.6,No,Store Pickup,No,No,27,Cash,Weekly
3453,41,Female,Hoodie,Outerwear,82,Arkansas,M,Pink,Winter,3.5,No,Free Shipping,No,No,37,Credit Card,Bi-Weekly
3454,47,Female,Jewelry,Outerwear,34,North Dakota,M,Blue,Winter,4.8,No,Free Shipping,No,No,49,Debit Card,Quarterly
3455,30,Male,Jewelry,Outerwear,27,Ohio,XL,Olive,Winter,4.7,No,Store Pickup,Yes,Yes,16,Debit Card,Monthly
3456,19,Male,Sweater,Outerwear,38,Vermont,M,Gold,Winter,2.5,No,Next Day Air,Yes,Yes,35,Credit Card,Monthly
3457,19,Female,Shoes,Outerwear,64,Arkansas,L,Indigo,Winter,3.1,No,2-Day Shipping,No,No,13,Bank Transfer,Monthly
3458,64,Male,Blouse,Outerwear,31,Colorado,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,Yes,23,Venmo,Annually
3459,43,Female,Hoodie,Outerwear,74,Tennessee,M,Magenta,Winter,4.1,No,2-Day Shipping,No,No,17,Cash,Quarterly
3460,70,Female,T-shirt,Outerwear,76,Louisiana,L,Red,Winter,3.5,No,Store Pickup,No,No,4,Venmo,Weekly
3461,61,Male,Sunglasses,Outerwear,46,Maine,S,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Quarterly
3462,69,Male,Pants,Outerwear,39,Kansas,L,Red,Winter,3.9,No,Free Shipping,Yes,Yes,21,Bank Transfer,Weekly
3463,33,Female,Hoodie,Outerwear,43,Idaho,M,Yellow,Winter,4.6,No,Store Pickup,No,No,12,PayPal,Monthly
3464,31,Male,Socks,Outerwear,72,Vermont,L,Blue,Winter,3.0,No,Standard,No,No,7,PayPal,Quarterly
3465,55,Male,Sunglasses,Outerwear,22,Louisiana,M,Turquoise,Winter,3.8,No,Next Day Air,No,No,27,Venmo,Quarterly
3466,65,Male,Shirt,Outerwear,69,Arizona,XL,Yellow,Winter,4.6,No,Express,No,No,24,Debit Card,Monthly
3467,53,Male,Sunglasses,Outerwear,37,Alaska,M,Olive,Winter,3.0,No,Free Shipping,Yes,Yes,27,PayPal,Monthly
3468,41,Male,Hoodie,Outerwear,85,Delaware,L,Brown,Winter,4.6,No,2-Day Shipping,Yes,Yes,1,Credit Card,Monthly
3469,63,Male,T-shirt,Outerwear,70,Louisiana,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,Yes,38,PayPal,Monthly
3470,49,Male,Skirt,Outerwear,63,Kentucky,M,Peach,Winter,3.6,No,Express,No,No,29,Cash,Annually
3471,62,Male,Blouse,Outerwear,73,Connecticut,M,Cyan,Winter,3.5,No,2-Day Shipping,No,No,47,PayPal,Monthly
3472,61,Male,Handbag,Outerwear,26,Nebraska,M,Lavender,Winter,4.9,Yes,Store Pickup,Yes,Yes,7,Cash,Annually
3473,46,Male,Blouse,Outerwear,51,South Carolina,M,Maroon,Winter,4.2,No,Next Day Air,No,No,13,Cash,Annually
3474,57,Male,Jewelry,Outerwear,31,North Carolina,L,Black,Winter,4.7,Yes,Standard,Yes,Yes,16,Credit Card,Bi-Weekly
3475,56,Male,Sandals,Outerwear,38,Maine,XL,Turquoise,Winter,5.0,No,Free Shipping,No,No,29,PayPal,Bi-Weekly
3476,57,Male,Jewelry,Outerwear,30,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Monthly
3477,27,Male,Jewelry,Outerwear,20,Illinois,S,Yellow,Winter,3.7,Yes,Store Pickup,Yes,Yes,31,PayPal,Quarterly
3478,33,Female,Boots,Outerwear,60,Ohio,M,Charcoal,Winter,4.1,No,Next Day Air,No,No,29,PayPal,Monthly
3479,29,Male,Belt,Outerwear,31,Oregon,M,Indigo,Winter,4.6,No,2-Day Shipping,Yes,Yes,22,Cash,Monthly
3480,28,Male,Sneakers,Outerwear,39,Montana,L,Yellow,Winter,3.8,No,Standard,No,No,7,Debit Card,Annually
3481,70,Male,Socks,Outerwear,42,Oklahoma,M,Pink,Winter,4.9,No,Express,No,No,20,Credit Card,Monthly
3482,66,Male,Dress,Outerwear,76,Pennsylvania,S,Maroon,Winter,3.7,No,2-Day Shipping,Yes,Yes,7,Venmo,Annually
3483,62,Female,Sandals,Outerwear,37,Alabama,M,Yellow,Winter,4.7,No,Next Day Air,No,No,20,PayPal,Annually
3484,68,Male,Pants,Outerwear,45,Connecticut,L,Indigo,Winter,3.9,No,Free Shipping,No,No,47,Credit Card,Weekly
3485,43,Female,Blouse,Outerwear,87,Texas,M,Beige,Winter,3.1,No,Store Pickup,No,No,15,Debit Card,Quarterly
3486,51,Male,Sandals,Outerwear,74,Iowa,M,Green,Winter,4.4,No,Store Pickup,No,No,25,PayPal,Monthly
3487,58,Female,Shirt,Outerwear,50,Colorado,XL,White,Winter,2.9,No,Store Pickup,No,No,50,Venmo,Annually
3488,42,Male,T-shirt,Outerwear,74,Wisconsin,L,Maroon,Winter,2.7,No,Store Pickup,Yes,Yes,22,Bank Transfer,Quarterly
3489,59,Female,Blouse,Outerwear,71,Virginia,M,Olive,Winter,4.0,No,Next Day Air,No,No,22,PayPal,Annually
3490,23,Female,Sunglasses,Outerwear,45,New York,L,Lavender,Winter,3.0,No,Next Day Air,No,No,31,Venmo,Weekly
3491,63,Male,Pants,Outerwear,73,Colorado,M,Indigo,Winter,4.4,Yes,Express,Yes,Yes,41,PayPal,Monthly
3492,18,Female,Dress,Outerwear,44,Maryland,XL,Magenta,Winter,3.3,No,2-Day Shipping,No,No,9,Cash,Annually
3493,62,Female,Belt,Outerwear,48,Louisiana,M,Silver,Winter,4.6,No,Free Shipping,No,No,8,Venmo,Monthly
3494,29,Female,Boots,Outerwear,85,Mississippi,S,Maroon,Winter,3.8,No,2-Day Shipping,No,No,33,PayPal,Quarterly
3495,33,Female,Shirt,Outerwear,95,Alaska,XL,Blue,Winter,2.5,No,Store Pickup,No,No,39,Credit Card,Quarterly
3496,36,Male,Shoes,Outerwear,89,Rhode Island,L,Silver,Winter,4.8,Yes,Express,Yes,Yes,24,PayPal,Bi-Weekly
3497,67,Male,Backpack,Outerwear,71,Hawaii,M,Charcoal,Winter,4.2,No,Express,Yes,Yes,39,PayPal,Monthly
3498,53,Male,Shoes,Outerwear,37,Maine,S,Violet,Winter,3.4,No,Standard,No,No,20,Debit Card,Monthly
3499,19,Male,Gloves,Outerwear,34,New York,L,Peach,Winter,3.3,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Bi-Weekly
3500,61,Male,Dress,Outerwear,38,Mississippi,L,Orange,Winter,2.9,No,Store Pickup,No,No,43,Cash,Bi-Weekly
3501,58,Male,T-shirt,Outerwear,38,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly
3502,59,Male,Sandals,Outerwear,38,Missouri,L,Purple,Winter,4.4,Yes,Express,Yes,Yes,44,Venmo,Monthly
3503,70,Female,T-shirt,Outerwear,76,Louisiana,L,Red,Winter,3.5,No,Store Pickup,No,No,4,Venmo,Weekly
3504,35,Male,Boots,Outerwear,56,New Hampshire,S,Yellow,Winter,4.0,No,Express,No,No,26,Cash,Weekly
3505,48,Male,Belt,Outerwear,56,Mississippi,S,Green,Winter,4.0,No,Free Shipping,No,No,21,Debit Card,Quarterly
3506,24,Male,Belt,Outerwear,76,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly
3507,54,Male,T-shirt,Outerwear,42,Connecticut,L,Brown,Winter,3.1,No,Next Day Air,No,No,39,PayPal,Monthly
3508,62,Male,Skirt,Outerwear,39,Indiana,L,Blue,Winter,3.2,Yes,Standard,Yes,Yes,45,Debit Card,Monthly
3509,48,Male,Backpack,Outerwear,70,Virginia,XL,Lavender,Winter,4.0,Yes,Express,Yes,Yes,13,Credit Card,Weekly
3510,50,Male,Jeans,Outerwear,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,Monthly
3511,43,Male,Pants,Outerwear,86,Louisiana,M,Violet,Winter,4.7,Yes,Express,Yes,Yes,19,Credit Card,Quarterly
3512,29,Male,Jeans,Outerwear,93,Nebraska,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,Yes,12,PayPal,Quarterly
3513,18,Female,Belt,Outerwear,25,North Carolina,M,Lavender,Winter,4.6,No,Free Shipping,No,No,9,Venmo,Annually
3514,59,Male,Jewelry,Outerwear,38,Alabama,S,Black,Winter,4.0,No,Store Pickup,No,No,16,Cash,Monthly
3515,45,Male,Jewelry,Outerwear,23,Rhode Island,M,Brown,Winter,4.5,No,Next Day Air,Yes,Yes,6,PayPal,Weekly
3516,29,Female,Skirt,Outerwear,94,Minnesota,L,White,Winter,2.9,No,2-Day Shipping,No,No,46,Credit Card,Bi-Weekly
3517,48,Male,Shirt,Outerwear,69,Delaware,M,Orange,Winter,2.8,No,2-Day Shipping,Yes,Yes,22,Debit Card,Monthly
3518,40,Male,Hat,Outerwear,32,California,XL,Charcoal,Winter,4.2,Yes,Standard,Yes,Yes,17,Bank Transfer,Weekly
3519,55,Female,Gloves,Outerwear,69,Louisiana,M,Beige,Winter,3.4,No,Free Shipping,No,No,43,Credit Card,Quarterly
3520,18,Female,Dress,Outerwear,44,Maryland,XL,Magenta,Winter,3.3,No,2-Day Shipping,No,No,9,Cash,Annually
3521,45,Male,Sunglasses,Outerwear,27,Mississippi,L,Black,Winter,3.5,No,Standard,No,No,48,Cash,Monthly
3522,52,Male,Sweater,Outerwear,70,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,Yes,25,Venmo,Annually
3523,36,Female,Blouse,Outerwear,82,Alabama,XL,Beige,Winter,4.2,No,Standard,No,No,31,Venmo,Monthly
3524,55,Male,Shorts,Outerwear,78,Florida,L,Yellow,Winter,3.1,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Monthly
3525,57,Male,Shorts,Outerwear,86,Rhode Island,L,Turquoise,Winter,2.6,No,Store Pickup,No,No,31,Venmo,Monthly
